text,hate_score
text,0.0
朝鲜 台湾 东北 统称二鬼子 南京也有二鬼子更坏的说法,50.0
额，正常女性、甚至easy girl也不会喜欢280斤的黑人大叔吧。,75.0
没毛病！天津人的贫气是写在基因里面的。,50.0
这里最大的问题是身为一个有大量黑粉和脑残粉的偶像，在公共场合连礼貌和尊重都做不到。你扯的就远了。要说贼，新疆和河南不是也多？,50.0
很简单谁家买媳妇买孩子就枪毙就完了，那种村子，就是屠了对中国经济有多大影响吗？别跟我说什么人道，拳头就是人道，日本鬼子跟咱们讲人道吗？老毛子在东北帮助咱们打小日本的时候祸祸多少中国姑娘你听过报道吗？别太当真好吧,0.0
哈哈 ，云南宣威是男女不同桌同菜，男人喝酒吹牛逼。女人和孩子一起吃，还能照顾孩子。东北是同桌，东北妇女地位太高，这一点确实强，东北女人同桌喝酒吹牛逼，哈哈 。,0.0
凭啥只拍风景就是直男。。。 有缺点就这样往直男身上甩？,50.0
那请问中国的男人是被欺负成啥样了呢到底？,0.0
这种真的爆炸恶心，不尊重女性不尊重生命，把恶心低劣当成玩笑,50.0
原配也是迫不得已，男人在女人怀孕（或者说男人出轨，如东哥）其实就是不爱自己的妻子。总裁不爱夫人了，她也只能这样了,0.0
美国的警察是真正的暴力执法机关。中国的警察大都是为人民服务,0.0
老师才是避免崇洋媚外的关键，教过我的好几个老师张口闭口人家外国怎么怎么样，我们中国怎么怎么样，还有说美国没有高铁是因为人家不需要，家家有机场，出门开私人飞机就行，所以导致我一度以为外国甩中国十万八千里，,0.0
就业压力山大，你让姑娘们学会温柔，好难呀！,0.0
在汕头会出现大部分是广东人，外地人受排挤吗？,30.0
你的评价很真实，我真的觉得大陆人太天真，把香港台湾当同胞，然而我在海外，骂我们语言最恶毒的，最歧视我们的，最希望我们死的，就是香港人和台湾人。我在国外这么久，其实没被白人歧视过，因为他们怕被安上种族歧视的标签。但港台人的嘴甚至手从来没停过。,80.0
对于21世纪的女性来说，“贤惠”真不是什么好词，其本身就带有一定道德绑架的意味。,0.0
问这个关直男癌什么事的 大概关联就在于不许女生穿他们认为暴露的衣服，还要把袖口捏起来吧。,0.0
其实我对easygirl或者easyboy真的没什么意见，染上艾滋病别回来找人接盘就行了,60.0
高中的历史唯物主义教育差的太远了。有些人一边拿现在的观念赞扬历史上的农民起义，一边又站在旧统治阶级的角度批评黑人的暴力抗议，,50.0
还不如利诱，赤裸裸的强制 不匿了，江苏大学。匿了，正义只属于多数人，一个人的声音，只是呓语。,0.0
武汉的小摊贩声音大的像和你有仇！男生都很凶的样子。,50.0
然而我一直对东北人没好感,50.0
贴标签真有意思，就像一老年痴呆什么东西都要贴条子一样。曾经有个人问我，河南9500万人都在偷井盖，为什么还是偷不完？我说去你妈个逼的都在偷井盖。,0.0
这他妈的恶心为什么死的不是这种女人,75.0
女权要的是特权、优先权与豁免权。女权的身份政治的逻辑推理是：女性=少数群体=弱势群体=享受=需要被保护=法律保护。她们的认知是只要是是少数就是弱势，只要是弱势就应该被保护就应该享受特殊待遇。,50.0
从题目中看还是比较歧视家庭主妇的，言外之意，好像还是当家庭主妇浪费才华之类的。,25.0
墙裂攻击女权，其实生活里根本没有女人要去压迫他们[飙泪笑],25.0
聊天记录，如果没有聊天记录证明的话就算强奸，老话说，强奸不强奸，全凭女人一张嘴，,60.0
全网为什么都在抹黑东北？还是非黑即白那种,30.0
男性骨子里的恶这么多为什么不限制群体的行动凭什么让女人为男性的卑劣买单,50.0
我高中和大学的外教还是挺好的。个别素质低的外国人坏了整锅粥吧。不过中国对外的态度感觉真的很容易吸引来素质低的外国人。,30.0
怎么可能没存在感，黑人被白人歧视了，黑人可以在华人这里找点自尊。,50.0
你地广东佬讲话冇介音，冇浊声，语法混乱，分明壮侗语，实在恶心。,75.0
我们对美国日本加拿大澳大利亚英国挪威西班牙希腊印度以色列，，，，，，，，，，，，，，，，，，，的误解、不解和敌视，真的是要比想象的还要严重。媒体天天引导我们抵制这地址那，你觉得错的不是自己错的是全世界对吧，昨天抵制萨德，,0.0
怎么说呢？不是地域黑，山东男人大男子主义的特别多，就你说的这种很常见,50.0
首先，从外貌形体上判断，行为举止比较女性化的男生多半是受。,60.0
这口气是东北特有的幸灾乐祸看客风,50.0
我不太清楚，貌似广西、云南的一些地方，或许还有别的什么地方，并没有江浙沪皖这边太平。我们这边最多挤公交的时候遇到小偷。,0.0
然后你就因为某些无脑的言论而贬低了所有的上海人，你的行为和被你恶心到的那位有什么区别？,30.0
咋回事，有点感觉一本正经的侮辱女性？(别杠我你对，别杠我是女权),60.0
日本以前确实关注弱者（指殖民抢劫,0.0
这个上帝是被辽宁人带跑偏的，黑龙江吉林口音没正么重,30.0
这还跟她说抱歉?她受到什么损失了?她指示那几个男同学不是她自己做的孽? lz你作为一个男人要自立，被别人坑成这样，别人什么损失都没，然后一心贴冷屁股,50.0
主要是改开后偷东西抢劫卖淫之类的，广东的宗族观念又比较浓厚，一下当地都排斥犯事地方的人了。,50.0
没品的人真多，来评论一句就拉黑人不给人回复可见多么没教养！！！还好意思骂别人，也不看看自己几斤几两。。。永远都不知道自己说的话会给别人带来什么伤害就一个劲点火！！网络暴力真可怕！！,0.0
准确地说是新疆的kb分子给养是哪里来的。。。。还有，泛突厥武装（新疆恐怖分子的国籍不一定是中国）进出中国的通道就是阿富汗。,0.0
身为男性，却力争女性没有被歧视压迫，否定性别歧视的存在，,0.0
为啥评论区一堆人在骂答主爹？？？他爹没打，他妈语言暴力什么难听的话都说所以他爸一个大男人打他妈但答主出门什么的爸爸会温柔提醒还给零花钱。服了,0.0
不过乱不乱倒是其次，华人男性没有竞争力倒是真。,50.0
就是政治正确矫正过枉hhh，绿绿做坏事可以，你要怼绿绿就是破坏民族团结，黑人杀人可以，但你要说句黑人的坏话就是种族歧视…………周杰是非常会容忍的人，但不代表他要被林黑一辈子，林现在是恶有恶报，以后还会更惨，大陆网友可不是好惹的,80.0
是的呢，我们东北遍地都是流氓，外地人来了要下汤锅的y( ˙?. )耶~,50.0
答主不用心寒，那些人都只是找找存在感罢了，毕竟现在的直男癌越来越被唾弃了,50.0
有很大关系 大部分北京人 还是歧视外地人的,50.0
这东北人偷香蕉被发现，然后还是拿个大砍刀装逼，这偷窃变成抢劫了。这广西大叔那斧头实际上自卫行为。明显被对方拿着长刀欺负到头上了才自卫的,50.0
答案明明就比很多动不动就喷的人要中肯许多。。。。 抢劫没有，但是至少在伦敦自己加上朋友每次遇到种族歧视的事本地白人，从来没遇到过印巴或黑人种族歧视。可人们总是喜欢以偏概全。知道答主怎么写都会被喷，还是声援一下好了。,0.0
难以理解，我从来不否认自己歧视黑人,75.0
这是什么狗屁道理，男人不工作还要求女的？？？,50.0
哈哈哈哈哈哈哈哈！在欧洲的我表示虽然来的时间短，但只遇到过一次歧视，那就是浙江人和上海人针对我这个东北人的地域歧视，so[捂脸],50.0
别理，一有这种负面新闻就会大行其道。抛开视频里这个制杖老乡，东北人打得过是野蛮，打不过就是只会吹。 这个制杖是真的给老家丢脸。但一遍遍的拿出来鞭尸的人，心里没有立场我也是不信的。,50.0
区别大的很，上海人对外地人顶多是地域歧视，如果你有钱有能力，本地人还是看得起你的。ww里有些人是一边赚着rmb，一边诅咒大陆仔去死的那种,50.0
顶起，没接触过娱乐圈中人，不过港台商人或者港台企业的港台员工接触的不少，无论多么好的人，有感觉到他们对内地人的瞧不起，这种不是人对人的敌视，很像是上海人看不起外地人的那种感觉，不知道哪来的自信，弹丸之地,50.0
"￣??)""",0.0
"为什么要来中国，好好想想。为什么撩中国女孩，好好想想。""",0.0
早在清末时著名的维新派代表康有为就曾在其作品《大同书》里直言黑人相貌丑陋怪异，体味十足，智力低下而且性情恶劣。虽然白人和亚洲人能共存，其后裔也会秉承父母的优点，,75.0
早读书就可以了。江西民间风气就是喜欢早上学，只要政府不严管，五六岁上小学简直不要太多。再加上以前江西的小学是五年制，到大学十六岁的太多了,0.0
"真晦气""",0.0
中国没有黑人族，要找事别来中国,80.0
比如张医生，遇到好事了，明明就是上海人也要找出证据他不是上海人，遇到坏事了明明不是上海人也要说他是上海人，比如在北海道殴打店员的安徽江西夫妇也自称上海人，那时外地人全都高潮了好不容易抓到上海人低素质行为，结果籍贯爆出来真相之后全都装傻[大笑],50.0
17山东人毕了业都去考公务员了，22朝阳其实是文化沙漠,30.0
我是福建人 莆田人在本地名声真的也不咋地啊 而且大部分都有很严重的大男子主义 老话不都说好女不嫁莆田男嘛 还是有道理的(￣(?)￣),50.0
在中国的非洲人中尼日利亚人占40%，但是他们贡献了黑人中90%的犯罪率，这不是地域歧视，这是事实。,75.0
我河南人，其实我就很不懂，我之前认识了一个网友，有次我说我是河南的，她给我说，她妈妈不让她跟河南人玩,30.0
国内大部分教育机构的外教都是在本国找不到什么好工作的，跑中国当个外教捞钱,50.0
人家哪里直男癌了,0.0
大学上课那会韩国学生是真的素质差，一群人像噪音制造机一样，还是会移动的那种，,50.0
但是除了山东的大葱，别的地方的大葱生吃也不好吃啊,0.0
看来你们上海人打仗都是奔着杀人去的。。,50.0
有人说不好看，就会被很多人质问那个人自己长的怎样，这种逻辑不太通的斯文暴力我觉得挺奇怪的，但总有直男踩雷哈哈,0.0
自私的男人，还好离了,0.0
这些人只想茶余饭后看一个穷苦女追梦的故事，他们根本不在乎人家的人生。别看他们鼓励别人追梦，到自己头上比谁都功利。,0.0
对，就是这个，真·上海人，永远歧视他人，永远被他人歧视，上海人认为金山算个屁的上海人，但在郭敬明眼里，你都生在金山了，怎么就不算上海人？大概是这个意思,30.0
仇未报如何不愁日。日本欠中国3500万人命和十四年的奴役！才几十年啊？,75.0
你是想说东北人都经不起时间考验，与之交往最终往往得到的是他们的自私自满自大的本性是吗？,50.0
前一段时间还在抨击重庆那个家暴男（pua男）恶心，换个国籍pua还合法了，值得了解？[小情绪][小情绪],0.0
家暴德普？？？可恶的女人！！！,60.0
部分四川球迷洗地真是太恶心了，一脸无赖样，以为别人都是瞎子聋子？那么多视频你随便挑一个没剪辑过的看还看不明白？非得让人骂跟人撕逼有意思？,0.0
洋垃圾也是垃圾，但不代表国男中没有垃圾。只要是垃圾就会有申讨，自动屏蔽掉自己不想看得信息就少来搞男女对立。,50.0
烈士出事骂人的被抓了可都是男的哦，男的对男的恶意真大,0.0
那些女拳连自己亲妈都骂，一口一个婚驴骂的最狠，然后反过头来就说这个社会对女性恶意大，,60.0
安徽还是挺穷的…,30.0
中国最高的是山东半岛，中原与河北人和山东其他地区的人长得并不高，都比东北人矮，东北是越靠近山东半岛越高，所以大连人身高最高,0.0
看你是学生吓唬你，咋的他杀人不犯法啊？在东北你试试，把刀放他手里他敢动一下?,50.0
贵乎真的精分，那边答案说要女性独立不要歧视女性，这边就说答主年龄大了。呕~,0.0
把一群人的缺点集中在一个物体上好吗？ 这么说 那河南人都是偷井盖的贼咯 东北都是黑社会咯,50.0
"黑人对美国的发展当然有极大的贡献，在种植园里遭到压迫成就了原始积累，""",0.0
各类女权主义者的共同敌人只有一个： 就是中国男人。她们称为直男癌。 其他的，外国男人，各种女人，都不是。,50.0
这和django中那个黑奴管家是一样的。黑奴管家喜欢的不是和白人主子无聊的嬉笑谩骂，而是可以对黑人生杀的权力！看似最应该反抗的人却在捍卫着这个制度，初看匪夷所思，仔细想想都是人性的卑劣,50.0
外国人新冠疫情歧视亚裔你可没说什么，佩洛西说香港是风景线你也没说什么，现在这样了谁不知道就是看笑话一样，仅此而已嘛，战略上藐视敌人，战术上重视敌人，不是别人说自己了就从自己身上找毛病，而是怼回去，,60.0
拿孩子拴住女人是够恶心啊,60.0
骗子只能忽悠智商不如自己的，强迫实力比自己弱的。传销的可怕不仅仅在于忽悠，而在于强迫，要不天津静海怎么弄死好几人了。,0.0
欧美歧视黑人，歧视亚裔都是很普遍的,30.0
谁用井盖黑河南，你就安慰安慰ta嘛，问问ta是不是家里人来河南掉下水道了，这么了解河南，说不定是ta本人掉下水道吃shi了，要不嘴不会那么臭。情有可原,50.0
偷换概念，你把男性都当作贫民窟了，那么中国有一半人口都在贫困线以下？,0.0
什么男德女德，要是男的穿裙子翘屁股一样是骂，管你什么性别只要故意暴露就是不对。,0.0
哭穷借钱的男人，就是没种男，恶心的一逼,60.0
我也觉得最好光棍一辈子别祸害中国女人了直男癌太可怕,75.0
"news无下限”。""",0.0
除了傻 谁会认定这是侮辱女性的举动。,0.0
你凭什么说女人就是贱，男人不是吗？,0.0
没有，昆仑奴应该是矮黑人。东南亚或者南亚来的,50.0
你自己看看这个网页上，非得拿中国能看的跟欧美一般的对比啊，你得拿白种人和黄种人的平均图片比较才对吧。就这样，你还没找到眼球一样大的依据？？？等你半天了原来所谓眼球一样的是假的啊，真无奈。拿出来的图片依据不客观，还给我无故扣帽子说我崇洋媚外？？？,0.0
没种的男人就是欺软怕硬，遇到外人厉害的就狗熊了，说白了就给他惯的,50.0
"噼里啪啦的口水喷了黑人一脸那才叫个爽啊[调皮][调皮][调皮][调皮][调皮][调皮]""",100.0
男人出轨一般会被原谅，女人出轨呢，原谅她的男人怕不是个傻子。现实总是很他妈的奇怪。,60.0
某些河南人偷井盖，相似不,30.0
四川人重庆人 人家天生优越感呗 啧啧,30.0
当然是面子重要啦，强奸未遂这个名头任何一个男人都不想要的！说明男的不行啊！,50.0
二次元少女真的惹不起,60.0
没有么？她说的是啥“是不是全中国只有你们男人跑才行？哦男的也会被鸡奸，你们小心点”——这不叫女权癌你说啥叫？,60.0
垃圾男人才不配拥有后代[吃瓜],60.0
